created_at,screen_name,text,source,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,media_type,mentions_screen_name,place_name,bbox_coords
2018-01-07T14:30:25Z,Fritscarlos1,"Ik zou graag ook in een leuke poule komen, username: Appiewentersel, Thanks..... wie voegt me toe 😉#widm2018 #widm #WIDM18 #widm app #widm",Twitter for iPhone,NA,FALSE,FALSE,1,0,"widm2018, widm, WIDM18, widm, widm","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:30:23Z,Grote_Kapsalon,@WIDMtips Het kan ook zijn dat iedereen wel naar Georgië vliegt. Vliegtickets zijn allemaal al gereserveerd en betaald! Ook voor de filmploegen. #widm,Twitter for Android,WIDMtips,FALSE,FALSE,0,0,widm,"NA",WIDMtips,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:29:56Z,myibodi,#Trump #Brexit #politics #liverpool #CharlieHebdo #PromiDartsWM #SundayMorning #JohnnyTouteLaMusique #ranNFL #GoldenGlobes #NatchathiraVizha2018 #ATLvsLAR #NFLPlayoffs #FACup #Spectre #Meltdown #widm #JeSuisCharlie #MilanCrotone #NationalBirdDay #Video #YOUTUBE #Twitter #Iran https://t.co/z9MF5LKIKF,Twitter for Android,NA,FALSE,FALSE,1,0,"Trump, Brexit, politics, liverpool, CharlieHebdo, PromiDartsWM, SundayMorning, JohnnyTouteLaMusique, ranNFL, GoldenGlobes, NatchathiraVizha2018, ATLvsLAR, NFLPlayoffs, FACup, Spectre, Meltdown, widm, JeSuisCharlie, MilanCrotone, NationalBirdDay, Video, YOUTUBE, Twitter, Iran",photo,"NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:29:44Z,Marcel030NL,Extra materiaal van #widm aflevering 1 al gezien? Extra materiaal van de #jamesbond openingsscene https://t.co/jZFPyl8LFQ #kippenvel,TweetDeck,NA,FALSE,FALSE,0,0,"widm, jamesbond, kippenvel","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:28:54Z,koenbrons,Meest waanzinnige en onbegrijpelijke tv programma ooit en dat al meer dan 10 jaar. En dan mensen die zichzelf molloot noemen. Helemaal tof zijn ze in ieder geval niet #widm,Twitter for Android,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:28:20Z,HoeraIkTrakteer,Wie is de mol terug kijken. #widm #leukleuk,Twitter for Android,NA,FALSE,FALSE,0,0,"widm, leukleuk","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:27:05Z,JandeKort4,@WieIsDeMol @Annemiekeishere @NPORadio2 Jaaaa ik ga luisteren!,Twitter for Android,WieIsDeMol,FALSE,FALSE,0,0,"NA","NA","WieIsDeMol, Annemiekeishere, NPORadio2",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:26:10Z,WIDMHints2018,"Ron is in de intro wel terug te zien in Tbilisi, Georgië, namelijk bij de Liberty Bank. Keert Ron in de volgende aflevering toch weer terug? #widm #wieisdemol #widmhints #wieisdemoltips https://t.co/d9LGeZPxe0",Twitter for iPhone,NA,FALSE,FALSE,4,0,"widm, wieisdemol, widmhints, wieisdemoltips",photo,"NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:24:42Z,StefanTetelepta,Hier een hint dat Guzman de mol is: Emilio Guzman is naamgenoot van Joaquín Archivaldo Guzmán oftewel El Chapo. Deze crimineel had 7 huizen die met elkaar waren verbonden met ondergrondse tunnels waar hij zowat leefde. En waar leeft een mol? #widm #widm2018 #wieisdemol #moltalk,Twitter Web Client,NA,FALSE,FALSE,0,0,"widm, widm2018, wieisdemol, moltalk","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:24:05Z,ChantalN87,Wanneer is de finale van #widm ?,Twitter for iPhone,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:23:11Z,DerKoppel,@nhoogerdijk Dat schaakbord staat daar ook niet zomaar. Duidelijk neergezet met opzet zie de dame en de koning #moltalk #widm,Twitter for Android,nhoogerdijk,FALSE,FALSE,1,0,"moltalk, widm","NA",nhoogerdijk,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:21:52Z,ADshownieuws,#WIDM Gudo Graaft: Al na een aflevering in tunnelvisie? Molloot Gudo denkt zeker te weten dat Stine Jensen de mol is https://t.co/Ba8VhOmr2F https://t.co/RlcUxvYCd9,TweetDeck,NA,FALSE,FALSE,1,1,WIDM,photo,"NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:20:39Z,ThomasvDoorn,"De opdrachten in #widm worden elk seizoen gerecycled voor 't volgende seizoen. Obstakelparcours, dan een ronde boodschapje doorgeven, etc...",Twitter for Android,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:18:28Z,Kbeetje,@BrittVeenje Ze grijpt hier ook naar haar ketting als ze zegt “Wij zijn..” @WieIsDeMol https://t.co/ZCeU7g1par,Twitter for iPhone,BrittVeenje,FALSE,FALSE,0,0,"NA",photo,"BrittVeenje, WieIsDeMol",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:15:21Z,Brankoe,De “SPETTERENDE” verbazing van Olcay bij deze ontdekking is ook minimaal het benoemen waard! @WIDMHints2018 @WIDMtips @WIDM_Fans @moltalk_ #widm #WIDM #widm2018 #moltalk #widm18 https://t.co/Ag3EG2c0YS,Twitter for iPhone,NA,FALSE,FALSE,0,0,"widm, WIDM, widm2018, moltalk, widm18",photo,"WIDMHints2018, WIDMtips, WIDM_Fans, moltalk_",Leidschendam-Voorburg,"4.3350723, 4.4929949, 4.4929949, 4.3350723, 52.0563894, 52.0563894, 52.1290794, 52.1290794"
2018-01-07T14:14:54Z,Brigges7,Het ergste wat je kunt overkomen? Art toch!  #widm,Twitter for Android,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:14:37Z,Dioneneenbeetje,@internetbelg #widm,Twitter for Android,internetbelg,FALSE,FALSE,0,0,widm,"NA",internetbelg,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:12:57Z,ThomasvDoorn,"Ik vind #widm niks meer aan. En ja, ik weet het  meningen, doen we helemaal niks mee, maar 't is elk jaar hetzelfde en niet echt innoverend.",Twitter for Android,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:12:18Z,WIDM_Fans,Het dagboek van de eerste afvaller (Ron) staat nu ook online! #widm https://t.co/M5C22rt7b1,Twitter for Android,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:11:57Z,Soesiq86,Kijkt voor het eerst #widm  Ben benieuwd.,Twitter for Android,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:11:38Z,Timpie76,"Op zijn minst verdacht Ruben Hein wijst naar de MOL#widm #moltalk #wieisdemol #wieisdemoltips https://t.co/0YG3L8zDRv",Twitter for Windows,NA,FALSE,FALSE,0,0,"widm, moltalk, wieisdemol, wieisdemoltips",photo,"NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:11:08Z,Boy_Matthijs,@MReegen sws voor widm vid,Twitter Web Client,MReegen,FALSE,FALSE,0,0,"NA","NA",MReegen,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:11:07Z,ThomasBeckers96,"@StijnvdValk @WieIsDeMol @Annemiekeishere @NPORadio2 Er staat indd nergens een naam van ""de afvaller""",Twitter for Android,StijnvdValk,FALSE,FALSE,0,0,"NA","NA","StijnvdValk, WieIsDeMol, Annemiekeishere, NPORadio2",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:10:59Z,jelinktjasper,"Soms droom ik dat ik een bn'er ben, puur en alleen om mee te mogen doen aan #WIDM 😍",Twitter for Android,NA,FALSE,FALSE,0,0,WIDM,"NA","NA",Moerdijk,"4.3625411, 4.7099425, 4.7099425, 4.3625411, 51.6066778, 51.6066778, 51.7190403, 51.7190403"
2018-01-07T14:10:02Z,hans_vanderlouw,"@WIDM_News De eerste keer wist ze niet of een gesprek iets/hoeveel zou kosten. Dus geen #molactie. ������ De 2e €1.000 klopt, maar haar partner vond het ok...������",Twitter for iPhone,WIDM_News,FALSE,FALSE,0,0,molactie,"NA",WIDM_News,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:07:58Z,Poppy_Makes,Yes ik kan weer veilig op @Twitter zonder spoilers te lezen van #WIDM 😂 nu ook nog even #MolTalk terugkijken. Maar wat een plottwist ik had hem niet zien aankomen 🤪🤩🤯,Twitter for iPhone,NA,FALSE,FALSE,0,0,"WIDM, MolTalk","NA",Twitter,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:07:55Z,StijnvdValk,@WieIsDeMol @Annemiekeishere @NPORadio2 “De afvaller” 🧐,Twitter for iPhone,WieIsDeMol,FALSE,FALSE,1,0,"NA","NA","WieIsDeMol, Annemiekeishere, NPORadio2",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:07:13Z,MDGN010,"Beste @SuperOJ wat was je heerlijk nuchter en leuk tijdens de eerste aflevering van @WieIsDeMol gister, liefde. Maar, want er is altijd een maar, zeg me dat je niet ieder aflevering zo onhandig met een handtas rond loopt?! Nee toch?  -)",Twitter for iPhone,NA,FALSE,FALSE,0,0,"NA","NA","SuperOJ, WieIsDeMol",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:06:55Z,LansingerWekker,The latest Het *Lansinger Wäkker*'tje! https://t.co/PFw6SQLQMX #widm #dagboek,Paper.li,NA,FALSE,FALSE,0,0,"widm, dagboek","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:06:11Z,WieIsDeMol,"#straks, rond 15.30u, een exclusief interview met de afvaller en @Annemiekeishere in Annemiekes A-lijst @NPORadio2. #widm #Alijst",Twitter Web Client,NA,FALSE,FALSE,12,3,"straks, widm, Alijst","NA","Annemiekeishere, NPORadio2",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:05:16Z,pierretosch,@WieIsDeMol ik zit er weer helemaal in na aflevering 1!!#widm2018 #widm https://t.co/01RMEZ5IJr,Twitter for iPhone,WieIsDeMol,FALSE,FALSE,0,0,"widm2018, widm",photo,WieIsDeMol,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:05:08Z,GSBNL,deze tweet is geen spoiler voor #widm,Twitter Web Client,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:05:05Z,Annedouque,AARGH VERGETEN DAT IK GEEN TWITTER MOET LEZEN ALS IK #WIDM NOG NIET GEZIEN HEB https://t.co/mRzUgBQ5IV,Twitter Web Client,NA,FALSE,FALSE,1,0,WIDM,photo,"NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:04:33Z,creatiffdutch,#Widm gemist? We doen het even samenvatten in pics: Kan iemand Jan even uit de droom helpen? https://t.co/NgN8Ewks7d,Twitter for iPhone,NA,FALSE,FALSE,0,0,Widm,photo,"NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:04:22Z,Newby1985,"Heb je zelf geregeld dat je mee mag doen met #WIDM, moet je naar huis voordat je überhaupt Art of alle kandidaten gezien hebt. Dan kun je toch amper zeggen dat je meegedaan hebt... #RonBoszhard",Twitter Web Client,NA,FALSE,FALSE,0,0,"WIDM, RonBoszhard","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:02:43Z,ErwinRiethorst,Net widm gekeken spannend,Twitter for iPhone,NA,FALSE,FALSE,0,0,"NA","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:01:54Z,mcsharq,@MollootWIDM @widmhintsnl de enige tv die in spiegelbeeld staat. maar wel de mol juist om heeft :|. hoe werkt dat? (kamer van emilio en stine) #widm #terugkijkenpart2 https://t.co/XDY4uXOhRX,Twitter Web Client,MollootWIDM,FALSE,FALSE,1,0,"widm, terugkijkenpart2",photo,"MollootWIDM, widmhintsnl",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:01:01Z,mediajournaal,Vijf locaties #widm https://t.co/Cl0LuJP03T,Twitter Web Client,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:00:56Z,IkVolgDeMol,Lees het dagboek van Ron. #widm #WIDM18 #WieIsDeMol https://t.co/x2eWEsNbi2,Twitter for iPhone,NA,TRUE,FALSE,0,0,"widm, WIDM18, WieIsDeMol","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T14:00:02Z,ChantalSchram,#widm​ gekeken? Dan weet je dat ze dit jaar via een omweg in Georgië zijn beland! Meer weten over dit land?  https://t.co/eKkx1BNyMA https://t.co/fjl14OAVFl,TweetDeck,NA,FALSE,FALSE,0,0,widm,photo,"NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:59:56Z,PetraJoosten,Goed (#format)-voorbeeld doet volgen....😉 #widm  https://t.co/dRGWpVoDS7,Twitter for iPhone,NA,TRUE,FALSE,0,0,"format, widm","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:59:26Z,lisa_verweijx,Hint: toen ze allemaal in de gang liepen van het hotel waren jean marc en jan als eerste daar was het licht achter hun wazig groen en toen ze rest naar liepen toen was het gewoon normaal en bordje met nooduitgang maar bij jean marc en jan was het het beeld stuk groener #WIDM,Twitter for iPhone,NA,FALSE,FALSE,0,0,WIDM,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:59:16Z,DerKoppel,Ron meld dat de grond onder zijn voeten verdwijnt nadat hij zijn rode scherm heeft gehad. Gaat hij als mol nu weer echt ondergronds.#WIDM #moltalk,Twitter for Android,NA,FALSE,FALSE,0,0,"WIDM, moltalk","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:58:16Z,dlc89,@maxIaadvermogen Ik ben gestopt met kijken toen ze met bn'ers begonnen. Daarvoor was het wel leuk! #widm,Twitter for Android,maxIaadvermogen,FALSE,FALSE,0,0,widm,"NA",maxIaadvermogen,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:57:20Z,FatihHijnen,"Oh mijn god, ze gebruiken het Fantastic Beasts soundtrack aan het einde van #widm",Twitter Web Client,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:56:23Z,SamVersprille,@RaphInsanity Wat is widm?,Twitter for iPad,RaphInsanity,FALSE,FALSE,0,0,"NA","NA",RaphInsanity,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:56:04Z,85LadyBoss85,"@WieIsDeMol Na dit te lezen denk ik dat het Simone is. Een aantal vermoedens gezien, o.a. over een boek waar ze naar vernoemd is of geschreven heeft. En zoals in de tekst staat, iets met een klok.. Tunnelvisie begint te kriebelen dus, lol",Twitter Web Client,WieIsDeMol,FALSE,FALSE,0,0,"NA","NA",WieIsDeMol,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:54:34Z,MabelCantautora,Seguimos trabajando!!! Últimos retoques!!!! Domingo 2018. Gracias a tod@s y al Universo por este regalo!!!! @SoniaMateo_Foto @Eli_antz @JosManCab @ObduliaS  #FelizDomingo #Cantautor #audiovisual #7Ene #Navegantes #widm https://t.co/nnu41oBEr8,Twitter for Android,NA,FALSE,FALSE,1,0,"FelizDomingo, Cantautor, audiovisual, 7Ene, Navegantes, widm",photo,"SoniaMateo_Foto, Eli_antz, JosManCab, ObduliaS",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:54:31Z,17Molloot,"#moltalk #widm In aflevering 1 op 17:22 tokkelt Ron voorbij en op 17:30 vliegt hij weer voorbij, dit keer per paramotor. Aan het geluid kun je duidelijk horen dat het Ron is, maar ""die was toch al naar huis""? Daarbij was al bekend dat de tekst van Art voor de test anders was.",Twitter for Android,NA,FALSE,FALSE,0,0,"moltalk, widm","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:54:08Z,JohanJohan50,@maxIaadvermogen Waar staat widm voor? #Leesteenboek,Twitter for Android,maxIaadvermogen,FALSE,FALSE,0,0,Leesteenboek,"NA",maxIaadvermogen,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:52:10Z,klaasmans,"Kleine analyse van gister, #widm :) https://t.co/vMj3XVmIXC",TweetDeck,NA,FALSE,FALSE,4,2,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:51:44Z,JandeKort4,"@WieIsDeMol Ben echt benieuwd of Ron nog terug komt of niet,  ik kan al niet meer wachten!",Twitter for Android,WieIsDeMol,FALSE,FALSE,0,0,"NA","NA",WieIsDeMol,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:50:10Z,IdeeenFee,In de categorie doorslaan....wat zag ik een hoop spoken deze eerste aflevering... #widm… https://t.co/EKV6Z5AFPU https://t.co/llPneyhA4z,WordPress.com,NA,FALSE,FALSE,1,0,widm,photo,"NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:50:08Z,WieIsDeMol,"""Wie meedoet aan Wie is de Mol? wil niet afvallen. Vooral niet als eerste en zeker niet op deze manier."" - Lees het #dagboek van de afvaller van #widm: https://t.co/gOF7aIrrty https://t.co/VQRZYI57LE",Twitter Web Client,NA,FALSE,FALSE,33,8,"dagboek, widm",photo,"NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:48:19Z,SRdeOZ,Wat is widm? Nooit van gehoord https://t.co/FDM7SlKIn9,Twitter Web Client,NA,TRUE,FALSE,1,0,"NA","NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:46:31Z,kijkenklik,@WieIsDeMol De #mol is beslist een #vrouw: je gaan bedenken bij de start wat vorige mollen dachten 🤣,Twitter for iPhone,WieIsDeMol,FALSE,FALSE,0,0,"mol, vrouw","NA",WieIsDeMol,Amsterdam,"4.7288999, 5.0792072, 5.0792072, 4.7288999, 52.2782266, 52.2782266, 52.4312289, 52.4312289"
2018-01-07T13:45:53Z,UPPAudrey,@artrooijakkers Jij hebt toch echt de gaafste baan van der wereld. Wat een ontzettend geweldige eerste aflevering #widm,Twitter for iPhone,artrooijakkers,FALSE,FALSE,1,0,widm,"NA",artrooijakkers,NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:44:57Z,LouisHissink,"#widm Zo leuk al die mogelijkheden te lezen om de mol te ontdekken. Alsof de programma makers er een soort ""HINTS"" van maken. Eerste letterwoord, klinkt als en begint met een L en eindigt op osers....",Twitter Web Client,NA,FALSE,FALSE,0,0,widm,"NA","NA",NA,"NA, NA, NA, NA, NA, NA, NA, NA"
2018-01-07T13:43:33Z,rborsato,"Zijn er nog mensen die een mee willen doen in een ""Wie is de Mol poule"" of die beheren? voeg mij toe: borsato #widm #wieisdemol #Heiloo",Tweetbot for iΟS,NA,FALSE,FALSE,0,1,"widm, wieisdemol, Heiloo","NA","NA",Heiloo-West Zuiderneg,"4.67289539628433, 4.69653768447963, 4.69653768447963, 4.67289539628433, 52.5940973804873, 52.5940973804873, 52.6085916228774, 52.6085916228774"
